,AREA,PERIMETER,MAJOR_AXIS,MINOR_AXIS,ECCENTRICITY,EQDIASQ,SOLIDITY,CONVEX_AREA,EXTENT,ASPECT_RATIO,ROUNDNESS,COMPACTNESS,SHAPEFACTOR_1,SHAPEFACTOR_2,SHAPEFACTOR_3,SHAPEFACTOR_4,meanRR,meanRG,meanRB,StdDevRR,StdDevRG,StdDevRB,skewRR,skewRG,skewRB,kurtosisRR,kurtosisRG,kurtosisRB,entropyRR,entropyRG,entropyRB,meanH,meanS,meanV,StdDevH,StdDevS,StdDevV,skewH,skewS,skewV,kurtosisH,kurtosisS,kurtosisV,entropyH,entropyS,entropyV,meanL,meanA,meanB,StdDevL,StdDevA,StdDevB,skewL,skewA,skewB,kurtosisL,kurtosisA,kurtosisB,entropyL,entropyA,entropyB,meanY,meanCb,meanCr,StdDevY,StdDevCb,StdDevCr,skewY,skewCb,skewCr,kurtosisY,kurtosisCb,kurtosisCr,entropyY,entropyCb,entropyCr,meanXX,meanYY,meanZZ,StdDevXX,StdDevYY,StdDevZZ,skewXX,skewYY,skewZZ,kurtosisXX,kurtosisYY,kurtosisZZ,entropyXX,entropyYY,entropyZZ,ALLdaub4RR,ALLdaub4RG,ALLdaub4RB,ALLdaub4H,ALLdaub4S,ALLdaub4V,ALLdaub4L,ALLdaub4a,ALLdaub4b,ALLdaub4Y,ALLdaub4Cb,ALLdaub4Cr,ALLdaub4XX,ALLdaub4YY,ALLdaub4ZZ,CLASS
51153,15361,501.655,205.405,96.6395,0.8824,139.8508,0.9787,15696,0.6111,2.1255,0.767,0.6809,0.0134,0.0063,0.4636,0.9853,229.6524,228.4284,223.7871,11.7404,11.6016,12.3957,-2.5837,-2.7133,-2.4823,15.9411,16.9697,14.6956,-8837960704,-8735024128,-8357157888,0.1331,0.0257,0.9008,0.115,0.0266,0.0461,4.9788,2.0494,-2.5855,35.469,7.739,15.9301,1044.3594,112.992,2517.2939,231.2924,127.9134,130.4863,10.5709,0.5238,2.5061,-2.8374,-0.6161,1.7904,17.9716,7.2309,6.5384,-8970416128,-2438673408,-2549359872,212.0374,125.7712,128.9868,9.9783,2.23,1.102,-2.6885,-1.8675,1.6274,16.7668,6.7745,5.9571,-7419895296,-2350385408,-2484232704,0.741,0.7816,0.8185,0.0778,0.082,0.0917,-1.842,-1.8536,-1.6851,11.3623,11.3807,10.641,4847.8296,4381.9434,3805.5579,114.8446,114.233,111.9134,0.0665,0.0128,0.4505,115.6634,63.9569,65.2429,106.0349,62.8867,64.4933,0.3706,0.3909,0.4094,Ipsala
860,10323,456.553,206.0248,64.8661,0.9491,114.6458,0.9727,10613,0.6882,3.1762,0.6223,0.5565,0.02,0.0063,0.3097,0.9835,209.0023,230.5465,241.0104,14.8749,16.9641,17.5413,-2.1653,-2.3961,-2.6407,9.6854,10.0982,11.057,-4849034240,-6011043840,-6621583872,0.554,0.1325,0.9452,0.0129,0.0165,0.0688,-8.7734,-1.3777,-2.6412,339.1327,7.0894,11.0593,3739.5093,735.7444,906.2847,229.6981,122.0922,120.2814,15.1419,1.1464,1.4635,-2.465,1.1044,1.4081,10.6532,5.9022,6.129,-5954866176,-1478888320,-1430994304,209.5007,135.7802,117.9161,14.0404,1.44,1.5583,-2.3852,-1.3988,1.5093,10.1634,5.8431,7.0843,-4870821888,-1869587328,-1369613312,0.7116,0.774,0.9505,0.1029,0.1131,0.1373,-1.8996,-1.8953,-2.1684,7.4117,7.3583,8.1394,3327.4106,2868.9866,431.6057,104.4867,115.2502,120.482,0.277,0.0662,0.4725,114.8303,61.0482,60.1417,104.7327,67.8888,58.9623,0.3557,0.3869,0.4751,Jasmine
34377,15073,483.733,198.9427,97.6034,0.8714,138.5335,0.9872,15269,0.6385,2.0383,0.8095,0.6963,0.0132,0.0065,0.4849,0.9884,238.5933,239.0973,234.6606,9.9664,9.9089,9.998,-3.9645,-4.21,-3.2441,30.6084,32.4979,25.9086,-9416016896,-9459149824,-9081371648,0.1928,0.0194,0.9383,0.1254,0.008,0.0389,4.2874,0.1028,-4.1713,25.7592,7.4165,32.1369,1674.8286,49.7668,1626.4742,240.5693,127.2994,129.9271,8.9888,0.5295,0.964,-4.3201,1.0544,0.8597,33.9654,3.7981,8.3968,-9582834688,-2367686912,-2476962048,220.8409,126.1607,128.1844,8.5183,0.8333,0.3878,-4.0649,-0.276,1.6284,31.4277,8.1237,3.6512,-7950508032,-2321285888,-2404126720,0.8151,0.8627,0.9089,0.0692,0.0727,0.0796,-2.7789,-2.9386,-2.1819,20.3953,21.3082,17.263,3922.0571,3114.6687,2125.3892,119.2797,119.5315,117.3145,0.0963,0.0097,0.4691,120.2688,63.6501,64.9629,110.4053,63.0807,64.092,0.4074,0.4312,0.4543,Ipsala
15556,5040,312.281,139.3492,47.4724,0.9402,80.107,0.9605,5247,0.6166,2.9354,0.6495,0.5749,0.0276,0.0094,0.3305,0.9701,202.3901,203.5032,214.3776,14.6784,14.5892,15.1858,-1.6643,-1.9243,-2.1104,11.5934,12.5601,13.0813,-2207237632,-2233531136,-2502457600,0.6523,0.057,0.8407,0.0243,0.0116,0.0596,-3.7842,-0.5123,-2.1103,106.0198,4.1327,13.0811,1826.5787,95.8077,1190.8308,209.126,129.0669,122.4567,13.6198,0.8396,1.1346,-2.079,0.5173,0.1274,13.4433,3.5826,5.808,-2368054272,-816168640,-726804224,191.5512,132.9403,126.5448,12.5879,1.2147,0.7116,-1.884,-0.2936,0.4647,12.4199,3.5195,2.6221,-1954353152,-871206336,-781387264,0.5856,0.6088,0.7299,0.0866,0.09,0.106,-0.7768,-0.7992,-1.017,7.9751,8.0354,8.4554,1780.9875,1776.8239,1564.3125,101.1752,101.734,107.1634,0.326,0.0285,0.4202,104.5415,64.533,61.2324,95.7546,66.4662,63.2712,0.2928,0.3044,0.3649,Jasmine
42668,5365,339.34,159.3849,43.4514,0.9621,82.6494,0.9797,5476,0.7867,3.6681,0.5855,0.5186,0.0297,0.0081,0.2689,0.9863,198.7124,200.3991,211.5985,11.5102,11.4971,11.5604,-0.9193,-1.1628,-1.8333,12.9271,13.5836,16.3548,-2251737088,-2293586688,-2582296320,0.6455,0.0617,0.8298,0.0268,0.0115,0.0453,-10.0947,-1.464,-1.8328,251.3962,5.6035,16.3541,1950.4282,115.7247,1350.3372,206.1968,128.965,122.2593,10.6483,0.6845,1.0908,-1.3727,0.7106,1.104,14.9374,5.6026,5.6251,-2439333376,-867270144,-770913216,188.7814,133.3562,126.2699,9.8514,1.1044,0.6894,-1.1738,-1.4526,1.1089,13.7188,4.9629,5.048,-2010994432,-933775168,-827789760,0.5632,0.5861,0.7062,0.069,0.0723,0.0823,-0.0398,-0.0109,-0.5545,9.095,9.0215,9.8524,1907.4512,1915.7969,1780.1934,99.3293,100.1719,105.7665,0.3228,0.0308,0.4148,103.0724,64.4834,61.1327,94.3661,66.6759,63.1358,0.2815,0.2929,0.3529,Jasmine
59091,7400,328.039,127.3679,74.588,0.8106,97.0668,0.9788,7560,0.6607,1.7076,0.8642,0.7621,0.0172,0.0101,0.5808,0.9918,233.0812,231.9884,245.2691,21.9793,22.7297,17.7841,-1.9638,-1.8138,-3.6031,8.5747,7.8724,17.401,-4432317952,-4390969344,-4931191808,0.5481,0.0566,0.9623,0.2581,0.0462,0.0699,-1.5184,0.3277,-3.5931,3.4601,1.8902,17.3253,2145.9351,180.0316,427.9585,235.3643,130.2515,121.5655,20.173,2.0992,5.4903,-2.0794,0.369,-0.2707,9.247,1.923,1.8644,-4518922752,-1223083392,-1052749568,216.8123,133.6051,127.4081,18.6339,4.8174,0.6331,-2.0641,0.267,-0.5902,9.0612,1.8548,3.0845,-3777267200,-1295352960,-1164604160,0.7997,0.8274,0.99,0.1412,0.1554,0.1392,-1.5525,-1.2966,-2.9083,6.276,5.2861,12.4038,1772.7495,1487.9891,-234.4646,116.5449,115.9992,122.6376,0.2747,0.0283,0.4812,117.6899,65.1245,60.7823,108.4098,66.8024,63.7035,0.3998,0.4136,0.4949,Karacadag
64373,8187,363.036,146.1366,72.7697,0.8672,102.0981,0.9639,8494,0.6402,2.0082,0.7806,0.6986,0.0178,0.0089,0.4881,0.9802,209.932,211.1913,222.5313,18.6294,19.0581,18.939,-0.9566,-0.963,-1.1713,5.2237,5.12,5.9961,-3897095680,-3949726976,-4422994432,0.6509,0.0577,0.8727,0.0236,0.0115,0.0743,-7.7591,-0.033,-1.1708,216.1372,4.5452,5.9933,2970.3818,158.3884,1578.5365,216.0457,129.0739,122.2437,17.4291,0.695,1.051,-1.0731,0.6904,0.2842,5.6803,5.4146,6.6824,-4142351104,-1325924480,-1176074880,198.1513,133.2461,126.4197,16.2114,1.149,0.6431,-0.9854,-0.6415,0.8164,5.2547,3.6867,3.1823,-3429441280,-1422361984,-1266511360,0.6388,0.6645,0.7967,0.1195,0.1258,0.1439,-0.4835,-0.4657,-0.6028,3.3384,3.2672,3.5868,2758.4089,2683.0837,1947.6997,104.9182,105.5447,111.2163,0.3257,0.0288,0.4361,107.9768,64.5383,61.1212,99.0341,66.6234,63.2106,0.3191,0.3319,0.398,Arborio
50644,7186,420.744,195.9865,48.6781,0.9687,95.653,0.9595,7489,0.5562,4.0262,0.5101,0.4881,0.0273,0.0068,0.2382,0.959,214.3553,219.3206,242.1951,19.0956,18.411,15.1812,-0.44,-0.7488,-4.0894,5.4165,6.7141,25.9266,-3580506368,-3759997952,-4650902528,0.6319,0.1152,0.9498,0.0408,0.0499,0.0595,-7.7182,-0.5939,-4.089,116.2947,2.0798,25.9257,2615.228,440.8138,599.04,223.412,129.6884,116.1236,16.5401,1.4786,5.4065,-0.9925,-0.3462,0.6467,7.9035,2.3752,2.1461,-3907201024,-1176219392,-924092352,205.3299,138.7881,124.1934,15.3657,4.8702,1.604,-0.94,-0.6582,0.5154,7.5675,2.1542,2.5528,-3249402624,-1367803904,-1069109696,0.6998,0.7233,0.9489,0.1172,0.1277,0.1167,-0.2995,-0.1048,-2.6287,4.6716,4.1229,14.4355,2292.7949,2164.2002,420.8742,107.1617,109.6351,121.0638,0.316,0.0576,0.4748,111.685,64.8464,58.0681,102.6455,69.3871,62.1044,0.3498,0.3616,0.4743,Basmati
4039,6310,290.369,110.2978,73.2875,0.7473,89.6334,0.9883,6385,0.7162,1.505,0.9405,0.8126,0.0175,0.0116,0.6604,0.9939,198.4141,197.6631,216.6864,14.756,14.7749,17.2372,-1.255,-1.3159,-1.3295,9.53,9.5422,8.9071,-2646944000,-2625246208,-3212618240,0.6544,0.0924,0.8515,0.0935,0.0249,0.0657,-4.5915,-1.1708,-1.3729,23.1677,4.1306,9.5625,2203.6597,264.7841,1400.2021,204.5837,131.099,118.5488,13.7847,1.6113,4.0938,-1.5106,-1.9361,2.0911,10.7169,7.843,8.5786,-2826820608,-1057800128,-848279808,187.8176,136.1585,126.8024,12.7306,3.5401,0.7561,-1.3589,-2.1137,0.1951,9.8942,8.6724,2.0659,-2344409088,-1150667264,-982687936,0.5646,0.5776,0.742,0.088,0.0903,0.1221,-0.4255,-0.4215,-0.4426,5.9908,5.8161,5.5285,2212.5837,2216.7214,1855.0468,99.188,98.8145,108.3133,0.3272,0.0462,0.4256,102.2743,65.5464,59.2796,93.8895,68.0731,63.4016,0.2822,0.2887,0.3708,Karacadag
64021,14016,480.838,203.0748,88.6582,0.8997,133.5879,0.9835,14251,0.6265,2.2905,0.7618,0.6578,0.0145,0.0063,0.4327,0.9912,232.3366,231.8316,224.3003,14.4674,14.6132,15.904,-1.6362,-1.5713,-0.8688,9.4206,9.0204,5.6498,-8284609536,-8246347264,-7682820608,0.1596,0.0366,0.9128,0.0524,0.0222,0.0566,2.627,0.7729,-1.6803,46.8063,2.998,9.6059,1330.5317,148.2658,2008.7123,234.0393,127.3121,131.834,13.2159,0.6566,2.2811,-1.6631,-0.3188,0.7445,9.7181,3.2036,3.2123,-8410438656,-2202164736,-2379227392,214.4837,124.6662,128.8643,12.5651,2.0859,1.0338,-1.5115,-0.8299,0.4774,8.7738,3.0957,3.11,-6952931840,-2103129216,-2261941248,0.7615,0.807,0.8281,0.1029,0.1082,0.1244,-0.8517,-0.9085,-0.4414,5.2501,5.418,3.8966,4078.7893,3508.9077,3070.5229,116.2178,115.9664,112.2011,0.0798,0.0183,0.4566,117.0647,63.6563,65.9172,107.2856,62.3347,64.4316,0.3811,0.4039,0.4144,Ipsala
32633,5012,277.672,114.6263,56.3848,0.8707,79.8841,0.9778,5126,0.664,2.0329,0.8169,0.6969,0.0229,0.0112,0.4857,0.9874,203.1682,202.2508,210.1063,17.8881,17.9407,19.1646,-0.8631,-0.8408,-0.8188,5.0253,4.9391,4.4502,-2220513792,-2198961152,-2391453440,0.6705,0.0371,0.824,0.1067,0.0161,0.0751,-5.9936,0.3107,-0.8188,37.5726,3.0477,4.4513,1730.1283,50.1141,1245.4469,208.1031,129.269,124.2494,16.6515,0.7197,1.7987,-0.9385,0.8398,-0.2172,5.3192,3.9089,2.5388,-2336209664,-814428096,-746452800,190.7031,131.1618,127.7706,15.5018,1.5884,0.4205,-0.8467,0.437,-1.2868,4.9091,2.4234,2.6559,-1930342912,-841087744,-793727872,0.5816,0.6042,0.7037,0.1098,0.1141,0.1361,-0.3456,-0.3351,-0.3604,3.3143,3.3292,3.1044,1725.8573,1718.1378,1537.4517,101.4944,101.0346,104.9684,0.3355,0.0186,0.4116,103.9712,64.6349,62.1218,95.275,65.5841,63.8854,0.2903,0.3016,0.3513,Arborio
69361,6926,320.28,127.3765,70.1548,0.8347,93.9066,0.9759,7097,0.7104,1.8157,0.8485,0.7372,0.0184,0.0101,0.5435,0.9868,207.8474,208.3579,213.5567,20.0355,20.4182,19.8222,-1.1691,-1.1546,-1.2439,4.9424,4.8371,5.3015,-3231394048,-3250048256,-3425716480,0.6471,0.028,0.8375,0.0295,0.0103,0.0777,-5.6189,1.472,-1.2435,136.1679,5.1766,5.3007,2513.3892,41.6779,1616.019,213.2252,128.3605,125.3705,18.7707,0.6086,1.1368,-1.2459,1.6751,-1.229,5.3111,5.6111,4.1642,-3410396672,-1108060416,-1051989696,195.322,130.3508,127.1614,17.389,0.9487,0.3679,-1.1646,1.5237,1.8404,4.9064,4.7286,4.3871,-2815669248,-1146356736,-1085332352,0.6151,0.6438,0.7329,0.1227,0.1298,0.142,-0.7373,-0.7269,-0.7794,3.1383,3.0889,3.3114,2348.3889,2295.6021,1997.8062,103.909,104.1648,106.765,0.3236,0.014,0.4187,106.5978,64.1799,62.6851,97.6472,65.175,63.5807,0.3074,0.3218,0.3663,Arborio
18516,7211,330.667,136.6029,67.6028,0.869,95.8193,0.9856,7316,0.6796,2.0207,0.8288,0.7014,0.0189,0.0094,0.492,0.9942,205.8312,207.9386,217.5027,15.2752,15.8608,16.1199,-1.3888,-1.3789,-1.5059,7.9738,7.7317,8.2676,-3277723392,-3352883200,-3697741056,0.6366,0.0541,0.853,0.0235,0.0098,0.0632,-2.3492,-0.468,-1.5055,80.1883,4.8835,8.2658,2631.5,125.2999,1593.9556,212.8599,128.4998,122.9158,14.5541,0.7658,1.0167,-1.5111,1.3746,0.3311,8.4806,5.1454,5.1571,-3523753472,-1156438912,-1048480896,194.9678,132.4202,126.2523,13.4637,1.0935,0.5827,-1.3991,0.1665,1.498,7.8988,3.3622,5.2454,-2908260608,-1235732096,-1112261888,0.6103,0.6374,0.7559,0.0958,0.1011,0.1176,-0.7317,-0.7159,-0.8092,4.956,4.874,5.1193,2526.2576,2491.6479,2073.6519,102.9173,103.9694,108.7461,0.3184,0.027,0.4265,106.4288,64.2491,61.4602,97.4846,66.2079,63.1272,0.3052,0.3187,0.3779,Arborio
46750,18733,553.662,234.9032,102.4886,0.8998,154.4396,0.9783,19149,0.796,2.292,0.7679,0.6575,0.0125,0.0055,0.4323,0.9907,240.2399,242.3613,240.1346,9.2977,8.8623,9.0261,-3.5759,-4.6588,-3.8878,32.6349,43.0844,36.7006,-11875716096,-12103256064,-11863074816,0.2534,0.0121,0.9504,0.155,0.0075,0.0348,-0.4121,-0.362,-4.6698,2.0525,1.9965,43.1573,3358.6565,30.6116,1657.6816,243.2462,127.1442,128.6938,8.0926,0.6742,0.6643,-4.6289,-0.233,0.5674,43.6569,2.3787,2.8686,-12196368384,-2934737920,-3014216448,223.3606,127.3111,127.0499,7.7072,0.6511,0.8095,-4.2655,-0.4502,-0.0911,39.4784,2.443,1.5313,-10125242368,-2943235328,-2929984256,0.838,0.8877,0.9542,0.0646,0.067,0.0737,-2.6418,-2.9458,-2.5072,22.4163,24.6173,22.0177,4456.7158,3300.7393,1320.7771,120.1215,121.1818,120.069,0.1267,0.006,0.4752,121.6241,63.5721,64.3467,111.6818,63.6558,63.5252,0.419,0.4438,0.4771,Ipsala
16696,8366,367.999,148.2471,72.6369,0.8717,103.2082,0.9753,8578,0.6309,2.0409,0.7763,0.6962,0.0177,0.0087,0.4847,0.9892,218.9078,219.1671,225.9792,20.3659,20.6925,20.4424,-1.3282,-1.3105,-1.3917,6.0768,5.9982,6.1722,-4368143872,-4380879360,-4679532544,0.6528,0.0326,0.8862,0.0466,0.0142,0.0802,-10.4576,0.8881,-1.392,148.0292,3.2587,6.1728,3015.585,67.0469,1444.369,223.2046,128.6793,124.558,18.9057,0.8471,1.6735,-1.4227,1.0684,-0.7087,6.5429,3.3117,2.5799,-4549188608,-1345819648,-1252767104,204.8231,130.9508,127.1841,17.6416,1.3764,0.3879,-1.3271,0.8877,1.6365,6.0473,2.9393,3.6991,-3771177216,-1398895616,-1311503232,0.6915,0.722,0.8308,0.1328,0.14,0.1561,-0.7845,-0.7631,-0.8497,3.7386,3.7025,3.8185,2636.7866,2476.77,1632.7783,109.4299,109.5588,112.9681,0.3264,0.0163,0.443,111.5782,64.3411,62.2781,102.392,65.4774,63.5918,0.3456,0.3609,0.4152,Arborio
19056,14075,472.02,194.3174,93.6632,0.8762,133.8688,0.9821,14332,0.8103,2.0746,0.7938,0.6889,0.0138,0.0067,0.4746,0.9846,239.5143,241.2377,236.5385,10.2399,9.9594,9.7922,-3.5511,-4.2565,-3.7138,26.6416,32.3426,29.433,-8867753984,-9006170112,-8627808256,0.2176,0.02,0.946,0.0775,0.0071,0.0391,-0.2729,-1.1085,-4.263,5.0233,4.901,32.3772,2056.7407,47.666,1338.4777,242.198,126.9679,129.9846,9.0551,0.6069,0.9282,-4.2456,-0.3492,-0.0261,32.8905,3.8335,2.8077,-9081098240,-2198251520,-2315208192,222.2747,126.2703,127.4361,8.6014,0.6872,0.7254,-3.9794,0.3002,-0.8787,30.2877,4.8542,2.4014,-7529915392,-2171707904,-2216204544,0.8273,0.878,0.9254,0.0705,0.074,0.0784,-2.7681,-2.9803,-2.6063,19.4119,20.6531,19.3823,3483.2754,2627.5698,1638.2272,119.7536,120.616,118.2623,0.1089,0.01,0.473,121.0946,63.483,64.9944,111.1344,63.1338,63.7184,0.4136,0.439,0.4627,Ipsala
16592,7070,328.193,125.8216,72.5823,0.8168,94.8778,0.9658,7320,0.7748,1.7335,0.8248,0.7541,0.0178,0.0103,0.5686,0.9857,202.3598,200.7642,211.1521,16.1921,16.0968,16.3663,-0.9453,-0.9296,-1.1109,4.9612,4.9203,5.6246,-3099794432,-3046663168,-3400280064,0.6907,0.0493,0.828,0.0339,0.0119,0.0642,-19.2183,-0.7477,-1.1107,391.476,3.6576,5.6243,2485.6187,106.6622,1754.8402,207.0256,129.9637,123.1332,14.9359,0.7086,1.1397,-1.0303,-0.0293,0.7462,5.3872,2.3792,4.0772,-3253351680,-1162503296,-1032021568,189.8454,132.3426,127.9291,13.8738,1.2051,0.2572,-0.9554,-1.0922,-3.32,4.9976,2.9873,12.1513,-2691880960,-1210027392,-1122702208,0.5759,0.5953,0.7071,0.0973,0.1012,0.1166,-0.5351,-0.5109,-0.6289,3.3768,3.3359,3.5899,2466.3142,2462.6877,2237.0266,101.1457,100.3471,105.5371,0.3451,0.0246,0.4139,103.4789,64.9799,61.5686,94.8924,66.1706,63.9648,0.2878,0.2975,0.3534,Arborio
15454,6554,415.221,203.4622,41.7824,0.9787,91.3499,0.9592,6833,0.3307,4.8696,0.4777,0.449,0.031,0.0064,0.2016,0.9816,214.4301,214.2051,239.5978,16.9722,17.1164,16.5999,-1.4325,-1.3475,-3.3474,8.92,8.6266,16.7558,-3261100032,-3254124544,-4147773184,0.6669,0.108,0.9396,0.0204,0.0339,0.0651,-1.5691,-0.7395,-3.3476,28.4519,2.9132,16.7574,2355.9324,352.6783,645.8593,219.9585,131.726,115.4135,15.5586,1.5738,4.2426,-1.6763,-0.7798,0.7382,9.9891,3.1883,2.8973,-3442182912,-1110310528,-830578112,202.5085,139.0531,126.1477,14.4172,3.7281,0.8047,-1.6512,-0.7147,0.5826,9.7272,2.9224,4.3427,-2873273088,-1251925888,-1009101888,0.6821,0.6945,0.9249,0.1058,0.1129,0.1249,-0.9958,-0.6708,-2.5136,6.845,6.0463,11.6136,2179.2974,2124.2009,612.5792,107.2211,107.111,119.8025,0.3333,0.0539,0.4698,109.9862,65.8636,57.7109,101.2621,69.5254,63.0736,0.3411,0.3473,0.4625,Basmati
49434,5366,313.24,140.4722,49.4637,0.936,82.6571,0.9763,5496,0.7736,2.8399,0.6872,0.5884,0.0262,0.0092,0.3462,0.9833,201.2253,204.3358,216.6655,11.7205,12.061,12.4308,-2.5853,-2.7533,-3.0526,15.4391,15.8605,17.4604,-2315018496,-2394309376,-2720925952,0.6339,0.0714,0.8497,0.0174,0.0113,0.0487,0.3389,0.1408,-3.0526,4.7318,5.4605,17.4602,1962.4602,145.8633,1229.726,209.5676,128.5248,121.4592,11.1948,0.723,1.1804,-2.895,0.4626,-0.3136,17.0782,4.0841,4.997,-2528433408,-860918400,-759973248,191.9219,133.822,125.5544,10.2858,1.0458,0.7828,-2.7539,0.042,0.2776,15.9667,4.9947,3.1392,-2085751680,-941146496,-817636224,0.5859,0.6109,0.7442,0.0688,0.0723,0.0859,-1.9167,-1.9103,-2.2037,10.8315,10.6833,11.8383,1925.0793,1922.4437,1668.7399,100.568,102.1211,108.2824,0.317,0.0357,0.4246,104.7365,64.2627,60.732,95.9215,66.909,62.779,0.2927,0.3052,0.3718,Jasmine
47571,5536,329.681,150.0786,47.4819,0.9486,83.9563,0.9771,5666,0.6771,3.1608,0.6401,0.5594,0.0271,0.0086,0.3129,0.9891,201.03,201.0087,207.8318,12.3655,12.4352,12.5941,-2.4405,-2.5003,-2.6798,17.2855,17.2646,18.3795,-2384468736,-2384044288,-2564160000,0.6637,0.0348,0.815,0.0374,0.0103,0.0494,-9.9952,0.7393,-2.6798,178.7401,3.2818,18.3792,1986.7776,47.2093,1470.9648,206.8002,128.6824,124.4603,11.6136,0.6903,1.0683,-2.7081,0.8908,-0.4357,18.859,3.9657,2.8936,-2534748160,-890594944,-827438080,189.2952,130.748,127.3649,10.6576,1.0962,0.4814,-2.5126,0.8693,0.5614,17.4858,2.4668,1.3152,-2088638336,-922479744,-870585984,0.5665,0.5907,0.6829,0.0707,0.0741,0.084,-1.3158,-1.3058,-1.4653,10.7949,10.6682,11.1553,1971.7261,1979.073,1888.1638,100.5723,100.5606,103.9779,0.3317,0.0174,0.4078,103.4527,64.3423,62.2281,94.6973,65.3768,63.6822,0.2836,0.2956,0.3418,Jasmine
3249,13014,460.542,188.6546,89.305,0.8809,128.7243,0.9753,13343,0.6202,2.1125,0.771,0.6823,0.0145,0.0069,0.4656,0.9835,236.5507,237.5452,233.8964,11.2734,10.9772,10.8372,-3.105,-3.5347,-3.225,21.1309,24.5416,23.2968,-7983941120,-8055990784,-7788444672,0.2146,0.0167,0.9323,0.0953,0.0087,0.0431,0.4435,0.7671,-3.5179,5.8773,5.272,24.3804,1860.7511,34.6346,1520.5013,239.036,127.2785,129.5716,10.001,0.5691,1.0726,-3.5725,-0.3595,0.8225,25.214,4.6173,3.7954,-8162801664,-2043521792,-2125758464,219.4354,126.5884,127.7246,9.4692,0.8707,0.828,-3.3992,-0.8278,0.1347,23.6046,5.2558,3.1885,-6772555776,-2019229184,-2059417984,0.8031,0.8502,0.9017,0.0767,0.0806,0.0857,-2.306,-2.4216,-2.1938,15.0802,15.6792,15.2916,3498.3364,2843.2725,1938.8613,118.2878,118.7856,116.963,0.1072,0.0083,0.4662,119.5309,63.639,64.7847,109.7298,63.2951,63.8616,0.4016,0.4252,0.451,Ipsala
57682,13150,456.216,186.0192,91.2517,0.8714,129.3951,0.9753,13483,0.7,2.0385,0.794,0.6956,0.0141,0.0069,0.4839,0.9864,237.1474,237.8931,226.3827,9.6325,9.3316,10.1939,-3.0249,-3.4684,-1.5602,24.9746,29.0043,15.5414,-8105531904,-8160104960,-7327206912,0.1809,0.05,0.9346,0.0376,0.026,0.0369,0.4898,1.0554,-3.4328,51.011,4.7384,28.2482,1483.3312,221.7695,1503.1823,239.0631,126.4277,133.6271,8.4505,0.7433,2.8807,-3.5356,-0.0628,0.7745,30.2867,3.409,3.6523,-8244954624,-2034583552,-2300201216,218.9815,123.0535,128.5165,7.9968,2.6448,1.1782,-3.2536,-0.7718,1.2186,27.7954,3.5977,4.9598,-6807896064,-1917731072,-2109624448,0.7949,0.8483,0.8461,0.0657,0.0695,0.0791,-1.9394,-2.1432,-0.7713,16.5676,17.3594,10.8682,3677.5676,2953.4473,2932.0383,118.6212,118.9922,113.2373,0.0904,0.025,0.4675,119.5736,63.2148,66.8132,109.5306,61.5259,64.259,0.3978,0.4245,0.4234,Ipsala
74107,8645,466.487,220.8479,50.5845,0.9734,104.915,0.974,8876,0.3551,4.3659,0.4992,0.4751,0.0255,0.0059,0.2257,0.9853,209.3706,217.7556,229.2157,17.4871,17.5896,15.4737,-0.6371,-0.9433,-2.5841,5.645,6.4245,14.4933,-4086503168,-4450210816,-4965362176,0.5752,0.0896,0.9006,0.0781,0.0331,0.0596,-3.4893,-0.4518,-2.5175,18.2813,2.4148,14.3126,3085.2512,354.0109,1386.5233,220.6512,126.7345,121.2937,15.8275,1.3202,3.9984,-1.0986,-0.0323,0.8832,7.2389,3.8134,4.1319,-4572570112,-1344868736,-1222280832,201.9927,134.3194,123.5649,14.6838,3.5927,1.25,-1.0248,-0.9823,1.3007,6.8865,4.166,4.7467,-3769966080,-1530005248,-1271743488,0.6618,0.6995,0.8478,0.1092,0.119,0.1173,-0.3957,-0.3162,-1.4925,4.659,4.3024,8.4339,2909.0728,2751.1807,1754.7448,104.6791,108.8696,114.5996,0.2877,0.0448,0.4503,110.3163,63.3679,60.6465,100.9884,67.1578,61.7841,0.3309,0.3497,0.4238,Basmati
55744,8019,441.371,207.8264,50.4738,0.9701,101.0451,0.9701,8266,0.3638,4.1175,0.5173,0.4862,0.0259,0.0063,0.2364,0.9733,214.2979,216.2983,229.419,17.4734,17.5014,15.4683,-0.5712,-0.7188,-2.1224,5.9013,6.243,12.4568,-3986717184,-4067968512,-4614714368,0.6358,0.0671,0.8997,0.0719,0.0289,0.0607,-6.405,-0.3212,-2.1196,56.6218,2.2342,12.4456,2879.1855,212.6614,1292.9174,220.6443,129.062,121.1485,15.7989,1.2692,3.2665,-0.8858,0.3877,0.1349,7.0096,2.8884,2.2915,-4241095936,-1298566656,-1130243456,202.5281,134.0864,126.0637,14.7168,2.9239,0.9991,-0.8155,-0.1666,0.2812,6.6911,2.2325,2.8581,-3517288448,-1413354496,-1232886912,0.6725,0.6994,0.8487,0.1122,0.1203,0.1204,-0.1709,-0.0844,-1.0533,4.5437,4.2634,7.1597,2659.5474,2543.6079,1599.4846,107.2034,108.207,114.7564,0.3178,0.0335,0.45,110.3743,64.5271,60.5794,101.3117,67.0371,63.0306,0.3366,0.3501,0.4247,Basmati
